date,price,market_cap,total_volume,hash_rate_ths,transaction_volume,MA_10,MA_50,EMA_10,EMA_50,RSI_14,Bollinger_High,Bollinger_Low,Bollinger_Middle,MACD,MACD_Signal,MACD_Diff,EMA_Diff,Day,Month,Weekday,Quarter,Weekday_Sin,Weekday_Cos,Month_Sin,Month_Cos,Price_Lag_1,MarketCap_Lag_1,TotalVolume_Lag_1,HashRate_Lag_1,TransactionVolume_Lag_1,Price_Lag_2,MarketCap_Lag_2,TotalVolume_Lag_2,HashRate_Lag_2,TransactionVolume_Lag_2,Price_Lag_3,MarketCap_Lag_3,TotalVolume_Lag_3,HashRate_Lag_3,TransactionVolume_Lag_3,Price_Lag_5,MarketCap_Lag_5,TotalVolume_Lag_5,HashRate_Lag_5,TransactionVolume_Lag_5,Price_Lag_7,MarketCap_Lag_7,TotalVolume_Lag_7,HashRate_Lag_7,TransactionVolume_Lag_7
2024-02-25 00:00:00,-1.411384329609767,-1.4183348463231114,-0.9199616871448248,0.16327198655510802,-0.8880849397834452,-1.3951454425558871,-2.0345402307540907,-1.4611371281155605,-1.9753526993354908,1.0500945990904231,-1.4520859183584778,-1.632350901587414,-1.5862319323151415,0.4489171761939024,0.5007531964713051,-0.08733055973429116,0.26155544030043576,25,2,6,1,-4.000088139639765e-16,1.1462410798513052,1.395766495729625,0.8682267393466311,-1.4601406339306484,-1.4639661288416748,-0.6634239367296232,-1.1200355429175823,-1.4547513783943207,-1.4182520077933956,-1.4272974055642773,-0.6242410547018027,-0.060237197586578896,-0.9527972430064141,-1.3730161384083508,-1.3776805046580816,-0.3743861499532977,-1.21102707846336,-1.2703872187643805,-1.3677643980931387,-1.376952801427399,-0.6648070190468452,-0.9147137085000853,-1.0355783294224248,-1.3609007287440884,-1.3652911153648795,-0.7539180632910804,-1.8740361661123208,-1.4329898925641602
2024-02-26 00:00:00,-1.3961869928701602,-1.4027264758759233,-0.9226071380952539,-1.3163383503579524,-1.3452286125542006,-1.3967790733142338,-2.019218204477562,-1.451419514483774,-1.955750653766497,1.110226387537011,-1.4731117524123434,-1.5323541251527952,-1.5487823053882661,0.413129045104721,0.48508457206403033,-0.16037826161439075,0.24660449591114075,26,2,0,1,-2.4687183554829374e-17,1.1462410798513052,1.395766495729625,0.8682267393466311,-1.4054937726691223,-1.412498277363841,-0.9204946823346045,0.17341902716030844,-0.8838693078896624,-1.4551315041605448,-1.458961674176151,-0.6638787050658725,-1.1202636262496153,-1.4535501995859361,-1.4135392532295714,-1.4226489294062719,-0.6235570268548325,-0.0505135832510529,-0.9497471146046366,-1.3270041897339815,-1.3366609816907107,-0.23292667750413673,-1.0621263881386773,-1.2326760058993447,-1.325297832312974,-1.334519132238293,-0.8559500340509127,-1.1398146903730297,-1.2676350996334609
2024-02-27 00:00:00,-1.1877602111418726,-1.1933861792203448,-0.2012928741533121,-1.507255813185444,-1.1158865594947993,-1.3784770337821133,-1.9983955612784834,-1.4038546703137986,-1.9261145522853345,1.7493424661920192,-1.4732245172500287,-1.4363439579134512,-1.5019245273333657,0.47505007572431207,0.48563362100149715,0.053637315041428664,0.30894054733764104,27,2,1,1,1.327068615826292,0.4733551126052614,1.395766495729625,0.8682267393466311,-1.390236938368117,-1.3968280277417666,-0.923140740996892,-1.3116584421883835,-1.3399296611441112,-1.4002449388237426,-1.4072662685627544,-0.9210038899237505,0.18067789983683885,-0.8829313402035694,-1.4505899618504672,-1.4544617074625183,-0.6631881652523471,-1.114317620529,-1.4497069814185282,-1.361644788937536,-1.3662762447459387,-0.37304974098845795,-1.2095390677772708,-1.2679542174881522,-1.354642675456272,-1.3638401416689756,-0.6563185583582735,-0.8950741984599312,-1.0418180654200497
2024-02-28 00:00:00,-0.9946977358801402,-1.0093452319173246,0.3979401643535881,-0.5526684990479854,-0.9245954003217423,-1.336366757048286,-1.978608908021807,-1.3282440853689517,-1.8876342195417444,2.1218806558074026,-1.428595440324225,-1.378554055306939,-1.4494485089043787,0.6054122905077418,0.5136184691750818,0.41569223313699083,0.4256691657344342,28,2,2,1,1.3270686158262923,-0.8724168218868263,1.395766495729625,0.8682267393466311,-1.1809941659530774,-1.186657804293296,-0.20166077705138138,-1.5032813414591824,-1.1111310930693827,-1.3849211816423863,-1.3915267362718993,-0.9236505089355105,-1.3129957041883515,-1.3387814220839203,-1.395448586836815,-1.4025238438262202,-0.9202711076819045,0.1912600615848446,-0.8799918650325945,-1.4024655431265414,-1.4115766192250963,-0.6221948796592726,-0.03023763066852527,-0.9476695856650097,-1.3136666409729443,-1.3233333256184119,-0.22506594885953218,-1.0419184936077885,-1.2396448056998828
2024-02-29 00:00:00,-0.5700125174520781,-0.6009997672899152,1.6717209639104382,-1.3163383503579524,-0.973582640916018,-1.2538714809762503,-1.9462724055703824,-1.185664238543066,-1.8286514774835785,2.5906837946564676,-1.2506225698823128,-1.431355107015449,-1.3786076918324333,0.8995580339929534,0.5981595081175493,1.1620326929282534,0.6735391894032448,29,2,3,1,1.629736316497442e-16,-1.5453027891328706,1.395766495729625,0.8682267393466311,-0.987175851252341,-1.001887229127909,0.39770991701230285,-0.5451668451051873,-0.9202932475007185,-1.1747605825834715,-1.1804272899756774,-0.20201775891500465,-1.5057277821270858,-1.1100883439711178,-1.3800536894485327,-1.3867104911283992,-0.9229172918875059,-1.3077365363977205,-1.3351199740721444,-1.4397883865410863,-1.443624234129114,-0.6618219243384663,-1.1112639480182076,-1.4470751802598065,-1.3484906628469417,-1.3531066151026503,-0.36498534542830513,-1.1887627887556473,-1.2750535113034378
2024-03-01 00:00:00,-0.6663677159053372,-0.6722460914923737,0.9658313963354132,-0.5206116431812357,-0.8845587345364951,-1.1783921381763491,-1.9174476000541898,-1.087321488953646,-1.7769758756803138,2.075011743399254,-1.135750817670814,-1.4398427309688522,-1.3203770405841608,1.0675194669996209,0.7012826841719474,1.4072507772348293,0.8220385184997857,1,3,4,1,-1.3270686158262919,-0.8724168218868272,1.5876592914401717,0.1534110042815198,-0.5608279905277127,-0.591922884393494,1.6717833289485051,-1.3116584421883835,-0.9691644002282102,-0.9800920993858734,-0.9948397910937967,0.3974798624375711,-0.5420673924334143,-0.9193384861780435,-1.1689174244137235,-1.1746209615979455,-0.20140309703588963,-1.5011554522664385,-1.1067890987927724,-1.3842420020884942,-1.391302973476851,-0.9188783112565256,0.21545016872913023,-0.8779916690941547,-1.389527563751506,-1.398648711439839,-0.6137683551200981,-0.014008427572779718,-0.9535841474435436
2024-03-02 00:00:00,-0.5800994742383804,-0.5916322235343083,-0.15461289018701307,-1.7788012998259517,-1.4684121759740534,-1.0981155800243658,-1.8857800335492083,-0.9904629005735212,-1.7228554836575467,2.173512777855219,-1.0189430708936833,-1.4462501119807325,-1.2600785025481458,1.2227328712021046,0.816577904287049,1.5678784439387004,0.9617065635101916,2,3,5,1,-1.327068615826292,0.4733551126052614,1.5876592914401717,0.1534110042815198,-0.6575604195072315,-0.6634516636908165,0.9657316047245496,-0.5129915397574348,-0.8803514588930338,-0.5518740979552335,-0.583062876388051,1.6718230818328756,-1.3129957041883515,-0.9681871063517525,-0.9733451970486395,-0.9881630337578191,0.3979960344106413,-0.5340608729228479,-0.9163413495704482,-1.3687340302846354,-1.3753728891344787,-0.9215242221232022,-1.3078141875363343,-1.3326152078997429,-1.4270480323736114,-1.4308673317518499,-0.6533378024433577,-1.0908665919904073,-1.4548370420598296
2024-03-03 00:00:00,-0.6075278058711431,-0.6236258062790991,-0.570384240490481,-0.48120133677641314,-1.1315902188864966,-1.017163997983749,-1.8480950042809265,-0.9164280558770751,-1.672279070836482,2.0276127692897172,-0.9300457954673889,-1.4282067684879998,-1.2029873265055258,1.3113855041336686,0.9275464313882276,1.5107814929332337,1.0496431407827782,3,3,6,1,-4.000088139639765e-16,1.1462410798513052,1.5876592914401717,0.1534110042815198,-0.5709544377419102,-0.5825182031365529,-0.15497006977917197,-1.775830183578308,-1.4628213094259241,-0.6490308359783548,-0.6549079049375476,0.9656218387351073,-0.5097058454492925,-0.8794151131478464,-0.5431392029298732,-0.57445483298455,1.6721298952706045,-1.3077365363977205,-0.9651126035694482,-1.1560469845480315,-1.1617177485633257,-0.200084556442274,-1.5043644270544587,-1.1045374678604762,-1.371207528696641,-1.3782668859386518,-0.9100205614935717,0.23073206434031787,-0.8836484924368925
2024-03-04 00:00:00,-0.5322060918422096,-0.5586006888519447,-0.5013302999917897,-1.6861155881795524,-1.3081852058812709,-0.924269749430421,-1.8083842187564223,-0.8415382753211202,-1.6197821210561196,2.1219979505102646,-0.832270172628953,-1.427394903275664,-1.1494957849425504,1.3964068229355708,1.034286305368103,1.4549783196299213,1.1358638262505405,4,3,0,1,-2.4687183554829374e-17,1.1462410798513052,1.5876592914401717,0.1534110042815198,-0.5984901512714709,-0.6146386240101928,-0.5708369308990385,-0.47343561300983106,-1.126797538600953,-0.5620449640181859,-0.5736166143374256,-0.15531716406412446,-1.7798542298601512,-1.461616409891818,-0.6407469889802769,-0.6466368238495703,0.9660446721395616,-0.5015839993248101,-0.8764812069578527,-0.9590382932199478,-0.9738834180733432,0.3992526597702995,-0.5216132294638361,-0.9143008553784984,-1.3556174418697509,-1.3622517989968508,-0.9126626265657614,-1.2866589855208876,-1.339953682553749
2024-03-05 00:00:00,-0.13974577345712155,-0.18370662042888217,1.2137917607215325,0.07491293310195785,-0.8475956348153597,-0.786945954358822,-1.7565249495459099,-0.7056729155205776,-1.549002650325502,2.490094474471402,-0.6549646324485389,-1.4690649644895595,-1.0735777651556488,1.6304817970727106,1.1691383777356605,1.825959299522039,1.3422755905490298,5,3,1,1,1.327068615826292,0.4733551126052614,1.5876592914401717,0.1534110042815198,-0.5228735527912775,-0.5493557153788321,-0.5017671273587314,-1.6828019999662702,-1.3029740383513695,-0.5897014607472991,-0.6058790488058814,-0.5712720923079672,-0.46992095551249885,-1.1257475663248657,-0.5533572870156493,-0.564964266764271,-0.154710174504357,-1.7762588024639427,-1.4577604165050988,-0.5256724669739724,-0.5571212894225761,1.6732549083339654,-1.3078141875363343,-0.9630180399351762,-1.1418042139424638,-1.1474565990299306,-0.1922715633618971,-1.4824513790513658,-1.1110322835354163
