date,price,market_cap,total_volume,hash_rate_ths,transaction_volume,MA_10,MA_50,EMA_10,EMA_50,RSI_14,Bollinger_High,Bollinger_Low,Bollinger_Middle,MACD,MACD_Signal,MACD_Diff,EMA_Diff,Day,Month,Weekday,Quarter,Weekday_Sin,Weekday_Cos,Month_Sin,Month_Cos,Price_Lag_1,MarketCap_Lag_1,TotalVolume_Lag_1,HashRate_Lag_1,TransactionVolume_Lag_1,Price_Lag_2,MarketCap_Lag_2,TotalVolume_Lag_2,HashRate_Lag_2,TransactionVolume_Lag_2,Price_Lag_3,MarketCap_Lag_3,TotalVolume_Lag_3,HashRate_Lag_3,TransactionVolume_Lag_3,Price_Lag_5,MarketCap_Lag_5,TotalVolume_Lag_5,HashRate_Lag_5,TransactionVolume_Lag_5,Price_Lag_7,MarketCap_Lag_7,TotalVolume_Lag_7,HashRate_Lag_7,TransactionVolume_Lag_7,Target_Price,price_Lag_1,price_Lag_2,price_Lag_3,price_Lag_5,price_Lag_7,market_cap_Lag_1,market_cap_Lag_2,market_cap_Lag_3,market_cap_Lag_5,market_cap_Lag_7,total_volume_Lag_1,total_volume_Lag_2,total_volume_Lag_3,total_volume_Lag_5,total_volume_Lag_7,hash_rate_ths_Lag_1,hash_rate_ths_Lag_2,hash_rate_ths_Lag_3,hash_rate_ths_Lag_5,hash_rate_ths_Lag_7,transaction_volume_Lag_1,transaction_volume_Lag_2,transaction_volume_Lag_3,transaction_volume_Lag_5,transaction_volume_Lag_7
2024-04-21,-0.3914372821279296,-0.3987017493957283,-0.8811516719395053,-0.6009504219813878,0.7389850079847302,-0.3960482344759929,-0.19501829734255632,-0.3905828699052365,-0.27921502185276215,46.37304509654318,0.18833179779414816,-0.6804119270546758,-0.24604006463026384,-0.08737061335602192,-0.049188105589253774,-0.038182507766768146,-0.5661253805191064,21,4,6,2,-4.0000881396397653e-16,1.1462410798513052,1.395766495729625,-0.5614047307835911,-0.4510580209648334,-0.445250980061456,0.4065323320003142,-1.100019502702605,0.6616535846250532,-0.4822644532623551,-0.4889710719930735,-0.1841629968935209,-0.0305523651785514,-1.0693787338352934,-0.6383709181263276,-0.6448478302323817,0.0052720639507414,-0.3274061099388522,-0.8851233859451568,-0.4576460654945961,-0.4683078610853985,0.0670690932393796,0.7272142799408888,-0.6175761734639132,-0.3632984466735327,-0.3633232780340027,0.3062091746439672,0.3265942681727745,-0.4862970846482434,-0.388226214817628,-0.4606706213266446,-0.50097714980679,-0.6640221368492456,-0.5033487303662308,-0.4288667918630808,-0.4549070455898047,-0.5076920557326643,-0.670480287893458,-0.5139799587077202,-0.4291665781301356,0.406760553125671,-0.1834459921693401,0.0053250173391939,0.0658143384749879,0.2978266804741767,-1.1054785339378637,-0.0459694988292623,-0.3486863660031479,0.6603698579098037,0.2567473683446233,0.6611091666405962,-1.075061425455576,-0.893239185962217,-0.6262258718794984,-0.4900033797411092
2024-04-22,-0.388226214817628,-0.3917005046566315,-0.7730499180198548,0.0044833123663849,0.9587559325166948,-0.4355748606424325,-0.19063226552148602,-0.39015438716203493,-0.2834899705964824,46.4822922114015,0.1607459153770544,-0.6899006132708184,-0.264577348946882,-0.08258554099140142,-0.0558675926696833,-0.026717948321718116,-0.5673975196185339,22,4,0,2,-2.4687183554829374e-17,1.1462410798513052,1.395766495729625,-0.5614047307835911,-0.3815536332975365,-0.3888228587259275,-0.8816757517092253,-0.5936271688380018,0.7393448791323787,-0.4416226312223476,-0.4357424934923409,0.4063041457271644,-1.1001317263701225,0.6618789728904845,-0.4732063969868602,-0.4799217260677301,-0.1835512683268517,-0.0207229632177318,-1.066143964312533,-0.435027782885173,-0.4457977619336008,0.0439488741747494,-0.7271437205484202,-1.1190001551387032,-0.2575932364297234,-0.271585231176314,-0.0159012665111028,-0.5012630911731699,-0.2674612276252433,-0.2425697249440068,-0.3914372821279296,-0.4606706213266446,-0.50097714980679,-0.4811835071097982,-0.3258245386002392,-0.3987017493957283,-0.4549070455898047,-0.5076920557326643,-0.4919244592632097,-0.3397582955113922,-0.8811516719395053,0.406760553125671,-0.1834459921693401,0.0426981382019689,-0.0246965539708242,-0.6009504219813878,-1.1054785339378637,-0.0459694988292623,-0.7523088555683285,-0.5504976107857403,0.7389850079847302,0.6611091666405962,-1.075061425455576,-1.1304294184014756,-0.2707654013437767
2024-04-23,-0.2425697249440068,-0.2484472009836449,-0.4781858492280926,0.8117282914967473,2.822161938782321,-0.43871266978115936,-0.18483953818352197,-0.36332081221330254,-0.28188525508069906,51.3261121464775,0.16437422605791568,-0.6828163545266668,-0.2592210642343755,-0.06627608577573862,-0.05794929129089437,-0.008326794484844253,-0.5126823875012602,23,4,1,2,1.327068615826292,0.4733551126052614,1.395766495729625,-0.5614047307835911,-0.3783299946612372,-0.3817938576461481,-0.7735491647009951,0.0140436317995237,0.9585949999305428,-0.371813368131489,-0.3790648872452948,-0.8821767387068897,-0.5908082210408039,0.7395344470176017,-0.4323758961786138,-0.4264434987683852,0.4068188679816684,-1.094113976741655,0.6623717860237078,-0.6216036522785163,-0.628033916535791,0.0065692559299291,-0.3116128632657605,-0.8831175010311166,-0.4397052479568767,-0.4503466907838447,0.074493782221522,0.7405229478457452,-0.6222697205520784,-0.2758037386204425,-0.388226214817628,-0.3914372821279296,-0.4606706213266446,-0.6640221368492456,-0.5033487303662308,-0.3917005046566315,-0.3987017493957283,-0.4549070455898047,-0.670480287893458,-0.5139799587077202,-0.7730499180198548,-0.8811516719395053,0.406760553125671,0.0053250173391939,0.0658143384749879,0.0044833123663849,-0.6009504219813878,-1.1054785339378637,-0.3486863660031479,0.6603698579098037,0.9587559325166948,0.7389850079847302,0.6611091666405962,-0.893239185962217,-0.6262258718794984
2024-04-24,-0.2758037386204425,-0.287684711588302,-0.6414563977449895,0.2279833548891726,0.4837914170796766,-0.42340636445689556,-0.18756069748678839,-0.3474086170146007,-0.2816467642391204,50.20947064045252,0.165170510128123,-0.6814489909679421,-0.25813924041990954,-0.055393885933943676,-0.05743821021950424,0.0020443242855605614,-0.4832506187661773,24,4,2,2,1.3270686158262923,-0.8724168218868263,1.395766495729625,-0.5614047307835911,-0.2321032597441703,-0.2379726281758452,-0.4786173598617241,0.82427136598289,2.817585186370521,-0.3685755892627866,-0.3720048089353872,-0.7740272539916445,0.0203799853543801,0.95868348026487,-0.362242545113582,-0.3695000673442194,-0.8814503352768006,-0.5829753988731211,0.7399042698400018,-0.4552260095942395,-0.4618903542054707,-0.1822345717468375,3.527969623436054e-05,-1.0639373939348515,-0.4169672010855056,-0.4277164782101603,0.0514071680723611,-0.7082274310096532,-1.1255484682570218,-0.4384465675837211,-0.2425697249440068,-0.388226214817628,-0.3914372821279296,-0.50097714980679,-0.4811835071097982,-0.2484472009836449,-0.3917005046566315,-0.3987017493957283,-0.5076920557326643,-0.4919244592632097,-0.4781858492280926,-0.7730499180198548,-0.8811516719395053,-0.1834459921693401,0.0426981382019689,0.8117282914967473,0.0044833123663849,-0.6009504219813878,-0.0459694988292623,-0.7523088555683285,2.822161938782321,0.9587559325166948,0.7389850079847302,-1.075061425455576,-1.1304294184014756
2024-04-25,-0.4384465675837211,-0.4463290424916211,-0.3628167036215343,-0.2548559593271042,-0.1036977390845507,-0.4346685673552438,-0.1875790737184512,-0.36396097166353164,-0.2877957761349871,45.04464808536897,0.15029361363126947,-0.6991602179963229,-0.2744333021825267,-0.059211033257996204,-0.05779277482720263,-0.001418258430793573,-0.5237492416022203,25,4,3,2,1.629736316497442e-16,-1.5453027891328706,1.395766495729625,-0.5614047307835911,-0.2654673845580447,-0.277365695364005,-0.6419254148190512,0.2383695027863046,0.4847560350802962,-0.2217074424976321,-0.2275477045527267,-0.4790329921541137,0.8352975938812909,2.8168165599246877,-0.3589897349274309,-0.3624068763696902,-0.7733186181593056,0.0303908945691212,0.95870621605936,-0.4140956116902119,-0.4080173591715645,0.408074581982307,-1.0907332206707496,0.6626620660663572,-0.6045309934649165,-0.610925041151075,0.0140818805805446,-0.2942987513366823,-0.8887932848131241,-0.4226469645088154,-0.2758037386204425,-0.2425697249440068,-0.388226214817628,-0.4606706213266446,-0.6640221368492456,-0.287684711588302,-0.2484472009836449,-0.3917005046566315,-0.4549070455898047,-0.670480287893458,-0.6414563977449895,-0.4781858492280926,-0.7730499180198548,0.406760553125671,0.0053250173391939,0.2279833548891726,0.8117282914967473,0.0044833123663849,-1.1054785339378637,-0.3486863660031479,0.4837914170796766,2.822161938782321,0.9587559325166948,0.6611091666405962,-0.893239185962217
2024-04-26,-0.4226469645088154,-0.4315559554843268,-0.5882018985814477,-0.8723132951641842,-0.716184259152623,-0.4265983907695022,-0.19011681735929659,-0.37463115218085596,-0.29308405803199994,45.629744020065964,0.1379534545868505,-0.7135197404784529,-0.2877831429458012,-0.060266538941714354,-0.058287527650104975,-0.0019790112916093783,-0.5501990883857836,26,4,4,2,-1.327068615826292,-0.8724168218868272,1.395766495729625,-0.5614047307835911,-0.4287469600689627,-0.4366389695852643,-0.3632217117044825,-0.2462538936373574,-0.1013409144180623,-0.255217916369829,-0.267114939791306,-0.6423756304650734,0.2460043309582938,0.4850629838026976,-0.2114397560092321,-0.2172722498067289,-0.4783728201623261,0.8482126191587764,2.8138963948150604,-0.3434471361989433,-0.3506535804293093,-0.8800615488625809,-0.5713196490674248,0.7401085947796333,-0.4372723778117881,-0.4438949402203981,-0.1744475233698885,0.016147758418046,-1.0702820300398248,-0.4749277029153953,-0.4384465675837211,-0.2758037386204425,-0.2425697249440068,-0.3914372821279296,-0.50097714980679,-0.4463290424916211,-0.287684711588302,-0.2484472009836449,-0.3987017493957283,-0.5076920557326643,-0.3628167036215343,-0.6414563977449895,-0.4781858492280926,-0.8811516719395053,-0.1834459921693401,-0.2548559593271042,0.2279833548891726,0.8117282914967473,-0.6009504219813878,-0.0459694988292623,-0.1036977390845507,0.4837914170796766,2.822161938782321,0.7389850079847302,-1.075061425455576
2024-04-27,-0.4749277029153953,-0.4847476594895001,-0.6389321065041862,-0.4606750712727991,-0.6386515475116082,-0.42597281035006185,-0.1949217847644505,-0.3928668886780449,-0.3002151813607606,43.961832182075206,0.11405033506780843,-0.7293578925446069,-0.3076537787383993,-0.06457724715436358,-0.0595454715509567,-0.005031775603406882,-0.591639679462618,27,4,5,2,-1.327068615826292,0.4733551126052614,1.395766495729625,-0.5614047307835911,-0.412885501560429,-0.4218073148730563,-0.5886586820547856,-0.8659927227461162,-0.7123759901368278,-0.4192137046467834,-0.4270924068473739,-0.3636129069382779,-0.2414242308988368,-0.1007637395950009,-0.2451058015220677,-0.2570250604076407,-0.6416886233357851,0.2568192960424362,0.4858358371224097,-0.3401704343556083,-0.3435080286516416,-0.7719410012650474,0.0519766368565665,0.9586679698481388,-0.3959241936224942,-0.3897344800031019,0.4150036242496951,-1.070415025723505,0.662704116963062,-0.496722232473028,-0.4226469645088154,-0.4384465675837211,-0.2758037386204425,-0.388226214817628,-0.4606706213266446,-0.4315559554843268,-0.4463290424916211,-0.287684711588302,-0.3917005046566315,-0.4549070455898047,-0.5882018985814477,-0.3628167036215343,-0.6414563977449895,-0.7730499180198548,0.406760553125671,-0.8723132951641842,-0.2548559593271042,0.2279833548891726,0.0044833123663849,-1.1054785339378637,-0.716184259152623,-0.1036977390845507,0.4837914170796766,0.9587559325166948,0.6611091666405962
2024-04-28,-0.496722232473028,-0.5079632728936253,-0.7875694109327709,-0.4606750712727991,-0.3863855100310412,-0.40924281991244016,-0.20225795307302558,-0.41174967845895094,-0.30792134022790835,43.25205461203681,0.08137860566244393,-0.7416750162813405,-0.3301482053094483,-0.06895725455457669,-0.0614278281516807,-0.007529426402895986,-0.6328263559489571,28,4,6,2,-4.0000881396397653e-16,1.1462410798513052,1.395766495729625,-0.5614047307835911,-0.4653709190168055,-0.4752098966739466,-0.6394005436991459,-0.4528335033402786,-0.6350270121985325,-0.4032826711222918,-0.4121951771350426,-0.5890976175330503,-0.864750319628207,-0.7115170912303715,-0.409862936652468,-0.4177528421176125,-0.3629716970122996,-0.2323463115001944,-0.0990630571478622,-0.191536711440049,-0.197302041450379,-0.4770256698422246,0.8830383514218871,2.811801422763473,-0.3249016330306421,-0.3320646093280385,-0.8712602187215776,-0.5530041761322912,0.7404371201886478,-0.5339393577312719,-0.4749277029153953,-0.4226469645088154,-0.4384465675837211,-0.2425697249440068,-0.3914372821279296,-0.4847476594895001,-0.4315559554843268,-0.4463290424916211,-0.2484472009836449,-0.3987017493957283,-0.6389321065041862,-0.5882018985814477,-0.3628167036215343,-0.4781858492280926,-0.8811516719395053,-0.4606750712727991,-0.8723132951641842,-0.2548559593271042,0.8117282914967473,-0.6009504219813878,-0.6386515475116082,-0.716184259152623,-0.1036977390845507,2.822161938782321,0.7389850079847302
2024-04-29,-0.5339393577312719,-0.5416516445647025,-0.8963905971432432,-0.923768073150606,-1.0029749852725836,-0.4125390407048883,-0.21063318262046185,-0.4339659837811911,-0.31678479189470693,42.00488283904951,0.0006852817088102148,-0.726681112700857,-0.3629979154960234,-0.07457193411033486,-0.06405664934341154,-0.010515284766923316,-0.679460203999407,29,4,0,2,-2.4687183554829374e-17,1.1462410798513052,1.395766495729625,-0.5614047307835911,-0.4872507741405373,-0.4985175480654318,-0.7880719930256003,-0.4528335033402786,-0.38335878398009,-0.4559983116540002,-0.465833867069255,-0.6398502246592898,-0.4491995938086284,-0.6342037758436663,-0.3938579436539348,-0.4027857425044669,-0.5884193633100306,-0.8578937429612291,-0.7088491009997401,-0.2254500316391089,-0.2373483009514482,-0.6403246032278713,0.2820707636041971,0.4863218308185791,-0.321607580985054,-0.324880929034388,-0.7632968228297591,0.0678888433771671,0.9598049458284538,-0.4752832280562324,-0.496722232473028,-0.4749277029153953,-0.4226469645088154,-0.2758037386204425,-0.388226214817628,-0.5079632728936253,-0.4847476594895001,-0.4315559554843268,-0.287684711588302,-0.3917005046566315,-0.7875694109327709,-0.6389321065041862,-0.5882018985814477,-0.6414563977449895,-0.7730499180198548,-0.4606750712727991,-0.4606750712727991,-0.8723132951641842,0.2279833548891726,0.0044833123663849,-0.3863855100310412,-0.6386515475116082,-0.716184259152623,0.4837914170796766,0.9587559325166948
2024-04-30,-0.4752832280562324,-0.4785259070122957,-0.4964638647141958,-0.4092202932863756,-0.3092616337809772,-0.4140003013778471,-0.2187032487159139,-0.4414782100130168,-0.32300041684221775,44.710803575934484,-0.043786359749913906,-0.7231941622049738,-0.3834902609774439,-0.0734419555077453,-0.0659337105762783,-0.007508244931466998,-0.6931153139894092,30,4,1,2,1.327068615826292,0.4733551126052614,1.395766495729625,-0.5614047307835911,-0.524613604414934,-0.5323394768332812,-0.8969181775923298,-0.9176376251718446,-0.9984870918647052,-0.4779741410078805,-0.4892445682736253,-0.7885531577806402,-0.4491995938086284,-0.3826515818820643,-0.4468183153916569,-0.4566760047120404,-0.6391636324223574,-0.4408621219872076,-0.6316582340147358,-0.3914172960933424,-0.3992625494811134,-0.3616364671091022,-0.2150141098928252,-0.097928624987743,-0.1721868395131802,-0.1778947897198617,-0.4688101467218091,0.8957462027231102,2.819793134662737,-0.708319376153936,-0.5339393577312719,-0.496722232473028,-0.4749277029153953,-0.4384465675837211,-0.2425697249440068,-0.5416516445647025,-0.5079632728936253,-0.4847476594895001,-0.4463290424916211,-0.2484472009836449,-0.8963905971432432,-0.7875694109327709,-0.6389321065041862,-0.3628167036215343,-0.4781858492280926,-0.923768073150606,-0.4606750712727991,-0.4606750712727991,-0.2548559593271042,0.8117282914967473,-1.0029749852725836,-0.3863855100310412,-0.6386515475116082,-0.1036977390845507,2.822161938782321
2024-05-01,-0.708319376153936,-0.706628991355069,-0.0521639878366243,-0.8723132951641842,-0.4494629703491549,-0.4456885107804477,-0.23610497231695432,-0.4899947856750021,-0.33811096426620674,37.270603149654406,-0.1123681609320567,-0.7293685843243839,-0.4208683726282203,-0.09030947747068713,-0.07080886395516006,-0.019500613515527065,-0.7931019419811162,1,5,2,2,1.3270686158262923,-0.8724168218868263,0.8715056282419756,-1.0846861669009469,-0.4657278360382897,-0.4689634781426568,-0.4968995741657113,-0.4011886009145485,-0.3064176725921284,-0.5155008603414817,-0.523216033490789,-0.8974223924418272,-0.916694160355653,-0.9974962784559784,-0.4688961670517576,-0.4801965050805996,-0.7878421355253223,-0.4408621219872076,-0.3805044470279332,-0.3752947475707953,-0.3841849651285585,-0.5870608456770525,-0.8506887383612554,-0.7070386396498125,-0.2062797314257069,-0.2181547352304857,-0.6318717273887243,0.2970957877374132,0.4857115996345695,-0.8957675276246737,-0.4752832280562324,-0.5339393577312719,-0.496722232473028,-0.4226469645088154,-0.2758037386204425,-0.4785259070122957,-0.5416516445647025,-0.5079632728936253,-0.4315559554843268,-0.287684711588302,-0.4964638647141958,-0.8963905971432432,-0.7875694109327709,-0.5882018985814477,-0.6414563977449895,-0.4092202932863756,-0.923768073150606,-0.4606750712727991,-0.8723132951641842,0.2279833548891726,-0.3092616337809772,-1.0029749852725836,-0.3863855100310412,-0.716184259152623,0.4837914170796766
2024-05-02,-0.8957675276246737,-0.8836891381722031,0.3663290706924548,-0.2034011813406824,0.1415815935899474,-0.4964426420611523,-0.2562413487194256,-0.5637716478476696,-0.35997984910379366,32.5749267558261,-0.15696751811082144,-0.7750499845927634,-0.4660087513517924,-0.1174487335137267,-0.0801368378668734,-0.037311895646853305,-0.942681059017908,2,5,3,2,1.629736316497442e-16,-1.5453027891328706,0.8715056282419756,-1.0846861669009469,-0.6996763204727519,-0.6979708740979663,-0.0524976329108432,-0.8659927227461162,-0.4462867660315845,-0.4563567942633811,-0.4595598313297772,-0.4973190780386092,-0.3972557530811808,-0.3057459449945733,-0.5065971033575442,-0.5143273007874634,-0.8966934843429113,-0.9100226955829804,-0.9943753559688482,-0.4286441094350464,-0.4384730366465924,-0.6377998731346466,-0.4269056527156368,-0.6299333490399885,-0.373125795887799,-0.3809329548298447,-0.3535886605831134,-0.1980724573300383,-0.1006999971186055,-0.8317328750199722,-0.708319376153936,-0.4752832280562324,-0.5339393577312719,-0.4749277029153953,-0.4384465675837211,-0.706628991355069,-0.4785259070122957,-0.5416516445647025,-0.4847476594895001,-0.4463290424916211,-0.0521639878366243,-0.4964638647141958,-0.8963905971432432,-0.6389321065041862,-0.3628167036215343,-0.8723132951641842,-0.4092202932863756,-0.923768073150606,-0.4606750712727991,-0.2548559593271042,-0.4494629703491549,-0.3092616337809772,-1.0029749852725836,-0.6386515475116082,-0.1036977390845507
2024-05-03,-0.8317328750199722,-0.8335864484842477,-0.4598600849405136,-1.026677629123454,-0.713300509520024,-0.5553589570687489,-0.27759021685738394,-0.6124918709699064,-0.37847996776717324,35.56164833882934,-0.17235097586423753,-0.8217206509856706,-0.49703581342495406,-0.1322650588836679,-0.09056248207023229,-0.041702576813435616,-1.033312575292101,3,5,4,2,-1.327068615826292,-0.8724168218868272,0.8715056282419756,-1.0846861669009469,-0.8878583313092616,-0.8757329734877519,0.3660915616642818,-0.194608991211629,0.1433571657884264,-0.6913314749665592,-0.6895797346761627,-0.0528230268545434,-0.864750319628207,-0.4455505503322651,-0.4471784622486964,-0.4503725429475037,-0.4966559018732995,-0.3887331693654545,-0.3037206128631888,-0.4508841213298464,-0.4621671615931366,-0.7864630184170524,-0.4269056527156368,-0.3790579995360473,-0.3569178781461176,-0.3657749168001135,-0.5786853879655223,-0.83129609175331,-0.7120631081723716,-0.5485484511986356,-0.8957675276246737,-0.708319376153936,-0.4752832280562324,-0.496722232473028,-0.4226469645088154,-0.8836891381722031,-0.706628991355069,-0.4785259070122957,-0.5079632728936253,-0.4315559554843268,0.3663290706924548,-0.0521639878366243,-0.4964638647141958,-0.7875694109327709,-0.5882018985814477,-0.2034011813406824,-0.8723132951641842,-0.4092202932863756,-0.4606750712727991,-0.8723132951641842,0.1415815935899474,-0.4494629703491549,-0.3092616337809772,-0.3863855100310412,-0.716184259152623
